"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"
"394"	"ENSG00000263809"	"chr17"	8271956	8273704	"-"	3087
"395"	"ENSG00000161970"	"chr17"	8280838	8281042	"-"	2472
"396"	"ENSG00000189051"	"chr17"	8294022	8296807	"-"	3070
"397"	"ENSG00000166579"	"chr17"	8316449	8316587	"+"	8115
"398"	"ENSG00000133026"	"chr17"	8377523	8379266	"-"	9029
"399"	"ENSG00000252363"	"chr17"	8414443	8414506	"+"	64
"400"	"ENSG00000241708"	"chr17"	8450235	8450526	"-"	292
"401"	"ENSG00000270606"	"chr17"	8463789	8464280	"+"	492
"402"	"ENSG00000244604"	"chr17"	8464548	8464894	"+"	347
"403"	"ENSG00000161973"	"chr17"	8633252	8633525	"-"	1757
"404"	"ENSG00000183318"	"chr17"	8656424	8656515	"-"	1063
"405"	"ENSG00000185156"	"chr17"	8700436	8702667	"-"	2232
"406"	"ENSG00000174083"	"chr17"	8706041	8706747	"-"	3563
"407"	"ENSG00000141506"	"chr17"	8782233	8784334	"-"	7501
"408"	"ENSG00000266389"	"chr17"	8869213	8869310	"+"	402
"409"	"ENSG00000265975"	"chr17"	8870840	8871158	"+"	557
"410"	"ENSG00000065320"	"chr17"	8924859	8924902	"+"	6431
"411"	"ENSG00000262966"	"chr17"	9074385	9075159	"-"	5672
"412"	"ENSG00000170310"	"chr17"	9153788	9153962	"-"	3779
"413"	"ENSG00000263708"	"chr17"	9186491	9186591	"+"	259
"414"	"ENSG00000225751"	"chr17"	9355514	9355632	"+"	715
"415"	"ENSG00000262815"	"chr17"	9368059	9368182	"+"	513
"416"	"ENSG00000263051"	"chr17"	9450615	9450744	"+"	235
"417"	"ENSG00000271851"	"chr17"	9456640	9459013	"-"	2374
"418"	"ENSG00000166596"	"chr17"	9479944	9480082	"+"	3078
"419"	"ENSG00000241654"	"chr17"	9493219	9493799	"-"	581
"420"	"ENSG00000265349"	"chr17"	9542085	9542206	"-"	212
"421"	"ENSG00000154914"	"chr17"	9548015	9548659	"+"	5068
"422"	"ENSG00000262296"	"chr17"	9550337	9550374	"-"	195
"423"	"ENSG00000184544"	"chr17"	9674751	9675013	"-"	1006
"424"	"ENSG00000214978"	"chr17"	9694544	9694607	"-"	946
"425"	"ENSG00000065325"	"chr17"	9725523	9725602	"+"	6052
"426"	"ENSG00000265593"	"chr17"	9756065	9756623	"-"	559
"427"	"ENSG00000109047"	"chr17"	9799637	9801521	"-"	2921
"428"	"ENSG00000007237"	"chr17"	9813926	9820658	"-"	10100
"429"	"ENSG00000221486"	"chr17"	9974207	9974321	"+"	115
"430"	"ENSG00000264194"	"chr17"	10048831	10050277	"+"	1447
"431"	"ENSG00000242692"	"chr17"	10162079	10162549	"+"	471
"432"	"ENSG00000273388"	"chr17"	10195137	10195230	"+"	523
"433"	"ENSG00000006788"	"chr17"	10201401	10201473	"-"	6347
"434"	"ENSG00000264067"	"chr17"	10223709	10223829	"+"	641
"435"	"ENSG00000272736"	"chr17"	10286449	10286524	"+"	769
"436"	"ENSG00000272975"	"chr17"	10286461	10286524	"+"	2274
"437"	"ENSG00000133020"	"chr17"	10293639	10293920	"-"	6041
"438"	"ENSG00000264424"	"chr17"	10346607	10346844	"-"	6016
"439"	"ENSG00000109061"	"chr17"	10395624	10395885	"-"	6024
"440"	"ENSG00000125414"	"chr17"	10424465	10424749	"-"	6623
"441"	"ENSG00000214970"	"chr17"	10482357	10482550	"+"	1474
"442"	"ENSG00000109063"	"chr17"	10531843	10531996	"-"	6686
"443"	"ENSG00000261433"	"chr17"	10561859	10562399	"-"	541
"444"	"ENSG00000273290"	"chr17"	10575791	10579323	"-"	3533
"445"	"ENSG00000133028"	"chr17"	10583654	10584570	"-"	2367
"446"	"ENSG00000263388"	"chr17"	10584051	10584167	"+"	171
"447"	"ENSG00000170222"	"chr17"	10600911	10600984	"+"	1620
"448"	"ENSG00000187824"	"chr17"	10602332	10602584	"-"	3508
"449"	"ENSG00000264176"	"chr17"	10619319	10619828	"-"	510
"450"	"ENSG00000263400"	"chr17"	10633094	10633217	"+"	2102
"451"	"ENSG00000264016"	"chr17"	10644584	10645040	"-"	941
"452"	"ENSG00000240813"	"chr17"	10648870	10649131	"-"	476
"453"	"ENSG00000266114"	"chr17"	10695376	10695414	"+"	575
"454"	"ENSG00000263429"	"chr17"	10698230	10699265	"-"	1648
"455"	"ENSG00000233670"	"chr17"	10725792	10729100	"-"	3810
"456"	"ENSG00000263508"	"chr17"	10752858	10752875	"+"	774
"457"	"ENSG00000207242"	"chr17"	10761216	10761321	"-"	106
"458"	"ENSG00000244753"	"chr17"	10763852	10764344	"-"	567
"459"	"ENSG00000221701"	"chr17"	10957105	10957252	"+"	148
"460"	"ENSG00000243346"	"chr17"	11060772	11061062	"+"	291
"461"	"ENSG00000188803"	"chr17"	11144580	11145377	"+"	8527
"462"	"ENSG00000253002"	"chr17"	11170622	11170696	"-"	75
"463"	"ENSG00000264727"	"chr17"	11191522	11194128	"+"	2607
"464"	"ENSG00000007174"	"chr17"	11501748	11502232	"+"	16980
"465"	"ENSG00000263623"	"chr17"	11644693	11644781	"-"	89
"466"	"ENSG00000263684"	"chr17"	11778249	11778430	"-"	289
"467"	"ENSG00000266368"	"chr17"	11857206	11857321	"-"	463
"468"	"ENSG00000154957"	"chr17"	11880756	11882061	"-"	3006
"469"	"ENSG00000241185"	"chr17"	11901670	11901736	"-"	1000
"470"	"ENSG00000065559"	"chr17"	11924141	11924318	"+"	5714
"471"	"ENSG00000252707"	"chr17"	11939813	11939954	"-"	142
"472"	"ENSG00000266297"	"chr17"	11985216	11985313	"+"	98
"473"	"ENSG00000263648"	"chr17"	12018864	12019202	"+"	339
"474"	"ENSG00000265400"	"chr17"	12104917	12104984	"+"	718
"475"	"ENSG00000179136"	"chr17"	12453099	12453394	"+"	3410
"476"	"ENSG00000141052"	"chr17"	12569207	12569560	"+"	8875
"477"	"ENSG00000227274"	"chr17"	12575179	12575508	"-"	1143
"478"	"ENSG00000273452"	"chr17"	12626199	12626325	"+"	2055
"479"	"ENSG00000265489"	"chr17"	12663457	12667035	"-"	3679
"480"	"ENSG00000006740"	"chr17"	12692856	12693208	"+"	9281
"481"	"ENSG00000265503"	"chr17"	12820585	12820659	"-"	75
"482"	"ENSG00000266152"	"chr17"	12875869	12876142	"-"	274
"483"	"ENSG00000263707"	"chr17"	12893466	12893723	"-"	335
"484"	"ENSG00000006744"	"chr17"	12895708	12896362	"-"	6345
"485"	"ENSG00000273098"	"chr17"	12999225	12999351	"+"	740
"486"	"ENSG00000234634"	"chr17"	13202501	13202551	"-"	485
"487"	"ENSG00000153976"	"chr17"	13399006	13400135	"-"	2628
"488"	"ENSG00000266115"	"chr17"	13403571	13403645	"-"	75
"489"	"ENSG00000221698"	"chr17"	13446846	13446963	"-"	118
"490"	"ENSG00000236088"	"chr17"	13659795	13660046	"-"	5817
"491"	"ENSG00000265494"	"chr17"	13812548	13814529	"+"	1982
"492"	"ENSG00000233852"	"chr17"	13836037	13836307	"-"	405
"493"	"ENSG00000266744"	"chr17"	13861065	13861381	"-"	511
"494"	"ENSG00000141028"	"chr17"	13927831	13928092	"+"	564
"495"	"ENSG00000006695"	"chr17"	13972813	13972965	"+"	3172
"496"	"ENSG00000252305"	"chr17"	14080448	14080627	"+"	180
"497"	"ENSG00000231595"	"chr17"	14113805	14113882	"+"	1537
"498"	"ENSG00000223510"	"chr17"	14138990	14139328	"-"	779
"499"	"ENSG00000262786"	"chr17"	14198829	14199006	"-"	1885
"500"	"ENSG00000125430"	"chr17"	14204400	14205389	"+"	5367
"501"	"ENSG00000266709"	"chr17"	14207171	14208822	"+"	1652
"502"	"ENSG00000266378"	"chr17"	14230652	14232791	"+"	2140
"503"	"ENSG00000230647"	"chr17"	14277456	14277545	"+"	804
"504"	"ENSG00000230897"	"chr17"	14608393	14608851	"-"	459
"505"	"ENSG00000226130"	"chr17"	14629046	14629175	"+"	232
"506"	"ENSG00000205325"	"chr17"	14670900	14673563	"-"	2998
"507"	"ENSG00000238212"	"chr17"	14737955	14738259	"+"	953
"508"	"ENSG00000226156"	"chr17"	14851058	14851515	"-"	458
"509"	"ENSG00000232058"	"chr17"	14918122	14918175	"+"	976
"510"	"ENSG00000259944"	"chr17"	14934292	14934418	"+"	767
"511"	"ENSG00000265163"	"chr17"	15008554	15008860	"-"	467
"512"	"ENSG00000109099"	"chr17"	15133095	15134397	"-"	2920
"513"	"ENSG00000238806"	"chr17"	15141102	15141200	"-"	99
"514"	"ENSG00000265110"	"chr17"	15154944	15155013	"-"	70
"515"	"ENSG00000265445"	"chr17"	15164332	15164452	"+"	373
"516"	"ENSG00000230971"	"chr17"	15170778	15171931	"-"	1773
"517"	"ENSG00000237377"	"chr17"	15179879	15179976	"-"	343
"518"	"ENSG00000125409"	"chr17"	15207128	15207469	"-"	2608
"519"	"ENSG00000200437"	"chr17"	15214662	15214768	"+"	107
"520"	"ENSG00000266667"	"chr17"	15283181	15283260	"-"	538
"521"	"ENSG00000239888"	"chr17"	15311701	15312003	"+"	303
"522"	"ENSG00000239704"	"chr17"	15339332	15341517	"-"	3242
"523"	"ENSG00000259024"	"chr17"	15339338	15341517	"-"	3094
"524"	"ENSG00000175106"	"chr17"	15341205	15341517	"-"	5748
"525"	"ENSG00000234324"	"chr17"	15346953	15347505	"+"	553
"526"	"ENSG00000223878"	"chr17"	15410180	15410668	"+"	489
"527"	"ENSG00000266538"	"chr17"	15434087	15434403	"-"	317
"528"	"ENSG00000181464"	"chr17"	15468797	15469590	"-"	794
"529"	"ENSG00000241322"	"chr17"	15468798	15469667	"-"	4285
"530"	"ENSG00000251537"	"chr17"	15474805	15477497	"-"	5514
"531"	"ENSG00000252129"	"chr17"	15477333	15477512	"+"	180
"532"	"ENSG00000223544"	"chr17"	15492166	15492398	"+"	233
"533"	"ENSG00000221926"	"chr17"	15531274	15532512	"-"	5640
"534"	"ENSG00000266261"	"chr17"	15554904	15555428	"+"	571
"535"	"ENSG00000108452"	"chr17"	15578790	15578957	"+"	168
"536"	"ENSG00000187607"	"chr17"	15602891	15603991	"+"	7131
"537"	"ENSG00000255104"	"chr17"	15603006	15603091	"+"	4387
"538"	"ENSG00000233966"	"chr17"	15607546	15608214	"-"	669
"539"	"ENSG00000214946"	"chr17"	15635561	15635698	"+"	5263
"540"	"ENSG00000233002"	"chr17"	15638337	15638689	"-"	1582
"541"	"ENSG00000267227"	"chr17"	15652017	15652629	"-"	613
"542"	"ENSG00000233193"	"chr17"	15664928	15665158	"-"	415
"543"	"ENSG00000227255"	"chr17"	15668017	15668154	"+"	416
"544"	"ENSG00000235430"	"chr17"	15672031	15672887	"-"	1970
"545"	"ENSG00000251829"	"chr17"	15685655	15685769	"+"	115
"546"	"ENSG00000227018"	"chr17"	15686602	15687621	"+"	1020
"547"	"ENSG00000179277"	"chr17"	15689932	15690889	"+"	958
"548"	"ENSG00000265519"	"chr17"	15691101	15691132	"-"	347
"549"	"ENSG00000233090"	"chr17"	15696176	15696359	"+"	184
"550"	"ENSG00000237057"	"chr17"	15709555	15710212	"-"	951
"551"	"ENSG00000227790"	"chr17"	15732683	15733113	"+"	1368
"552"	"ENSG00000170425"	"chr17"	15848231	15848897	"+"	2551
"553"	"ENSG00000214941"	"chr17"	15879874	15881477	"-"	2559
"554"	"ENSG00000011295"	"chr17"	15902694	15903774	"+"	5966
"555"	"ENSG00000141027"	"chr17"	15932471	15935797	"-"	15393
"556"	"ENSG00000227782"	"chr17"	15943505	15943520	"+"	81
"557"	"ENSG00000243686"	"chr17"	15947935	15948275	"+"	341
"558"	"ENSG00000233979"	"chr17"	15987356	15987695	"+"	340
"559"	"ENSG00000252383"	"chr17"	16002018	16002121	"+"	104
"560"	"ENSG00000199674"	"chr17"	16041082	16041186	"-"	105
"561"	"ENSG00000239221"	"chr17"	16095146	16095466	"+"	321
"562"	"ENSG00000108474"	"chr17"	16120505	16120775	"+"	4929
"563"	"ENSG00000221355"	"chr17"	16185328	16185402	"+"	75
"564"	"ENSG00000166582"	"chr17"	16245848	16246255	"-"	2302
"565"	"ENSG00000170315"	"chr17"	16284112	16284498	"+"	1621
"566"	"ENSG00000265401"	"chr17"	16285466	16285824	"-"	461
"567"	"ENSG00000265095"	"chr17"	16294748	16295196	"+"	449
"568"	"ENSG00000264739"	"chr17"	16317838	16320003	"-"	2166
"569"	"ENSG00000187688"	"chr17"	16318856	16319147	"+"	3414
"570"	"ENSG00000239203"	"chr17"	16330788	16330861	"+"	477
"571"	"ENSG00000175061"	"chr17"	16342136	16343567	"+"	3759
"572"	"ENSG00000266651"	"chr17"	16343793	16343971	"-"	304
"573"	"ENSG00000181350"	"chr17"	16344891	16347445	"-"	3695
"574"	"ENSG00000141040"	"chr17"	16454701	16456740	"-"	3566
"575"	"ENSG00000266803"	"chr17"	16461299	16461676	"-"	689
"576"	"ENSG00000235554"	"chr17"	16520162	16521195	"-"	1034
"577"	"ENSG00000197566"	"chr17"	16524051	16528101	"-"	5090
"578"	"ENSG00000264765"	"chr17"	16557218	16557284	"+"	771
"579"	"ENSG00000264359"	"chr17"	16569421	16570432	"-"	1012
"580"	"ENSG00000231458"	"chr17"	16586752	16587541	"+"	790
"581"	"ENSG00000170160"	"chr17"	16592851	16593507	"+"	19301
"582"	"ENSG00000266302"	"chr17"	16593575	16594058	"+"	8802
"583"	"ENSG00000252446"	"chr17"	16595112	16595221	"+"	110
"584"	"ENSG00000265680"	"chr17"	16613373	16613673	"+"	301
"585"	"ENSG00000226478"	"chr17"	16648945	16650075	"-"	1131
"586"	"ENSG00000188933"	"chr17"	16689803	16690436	"+"	7676
"587"	"ENSG00000266129"	"chr17"	16690549	16690654	"-"	269
"588"	"ENSG00000272815"	"chr17"	16691371	16691449	"+"	3243
"589"	"ENSG00000264673"	"chr17"	16691562	16691620	"-"	686
"590"	"ENSG00000266486"	"chr17"	16692215	16692721	"+"	507
"591"	"ENSG00000264729"	"chr17"	16707941	16707992	"+"	302
"592"	"ENSG00000264892"	"chr17"	16715761	16715965	"+"	205
"593"	"ENSG00000226145"	"chr17"	16721297	16721553	"-"	1906
"594"	"ENSG00000227300"	"chr17"	16733313	16733407	"-"	1805
"595"	"ENSG00000131885"	"chr17"	16744057	16744353	"-"	2431
"596"	"ENSG00000205312"	"chr17"	16750949	16751252	"-"	2964
"597"	"ENSG00000229749"	"chr17"	16757249	16757623	"+"	375
"598"	"ENSG00000265853"	"chr17"	16796512	16796743	"-"	232
"599"	"ENSG00000128438"	"chr17"	16826229	16827695	"-"	5250
"600"	"ENSG00000240505"	"chr17"	16832849	16832994	"-"	3696
"601"	"ENSG00000230709"	"chr17"	16879313	16880944	"-"	2201
"602"	"ENSG00000230969"	"chr17"	16891643	16891837	"+"	400
"603"	"ENSG00000260328"	"chr17"	16915228	16918304	"-"	3077
"604"	"ENSG00000133030"	"chr17"	16945859	16945910	"+"	18105
"605"	"ENSG00000225442"	"chr17"	16979352	16979712	"-"	1058
"606"	"ENSG00000263624"	"chr17"	17071260	17072423	"-"	1231
"607"	"ENSG00000206859"	"chr17"	17073397	17073503	"+"	107
"608"	"ENSG00000243370"	"chr17"	17081729	17082020	"+"	292
"609"	"ENSG00000179598"	"chr17"	17104309	17106412	"-"	2560
"610"	"ENSG00000264187"	"chr17"	17105963	17106412	"-"	1693
"611"	"ENSG00000154803"	"chr17"	17115526	17117170	"-"	9786
"612"	"ENSG00000266498"	"chr17"	17138747	17139432	"-"	686
"613"	"ENSG00000226359"	"chr17"	17145324	17146200	"+"	877
"614"	"ENSG00000265109"	"chr17"	17145878	17145961	"+"	84
"615"	"ENSG00000141030"	"chr17"	17150141	17150465	"-"	2781
"616"	"ENSG00000205309"	"chr17"	17206649	17207215	"+"	1961
"617"	"ENSG00000215030"	"chr17"	17286691	17287326	"-"	636
"618"	"ENSG00000227158"	"chr17"	17325995	17327018	"+"	1024
"619"	"ENSG00000230865"	"chr17"	17359741	17359897	"+"	515
"620"	"ENSG00000201741"	"chr17"	17363758	17363836	"+"	79
"621"	"ENSG00000141026"	"chr17"	17380300	17380998	"+"	2940
"622"	"ENSG00000108551"	"chr17"	17397751	17398998	"-"	1748
"623"	"ENSG00000133027"	"chr17"	17408877	17409162	"-"	1720
"624"	"ENSG00000265511"	"chr17"	17410665	17410931	"+"	795
"625"	"ENSG00000206730"	"chr17"	17481945	17482053	"+"	109
"626"	"ENSG00000264666"	"chr17"	17494742	17495016	"+"	425
"627"	"ENSG00000223979"	"chr17"	17577340	17577470	"-"	564
"628"	"ENSG00000108557"	"chr17"	17584787	17585107	"+"	9696
"629"	"ENSG00000237328"	"chr17"	17662468	17662700	"-"	724
"630"	"ENSG00000226746"	"chr17"	17680000	17682843	"-"	2844
"631"	"ENSG00000264167"	"chr17"	17681095	17681180	"+"	466
"632"	"ENSG00000072310"	"chr17"	17713713	17713826	"-"	8039
"633"	"ENSG00000207839"	"chr17"	17717150	17717245	"-"	96
"634"	"ENSG00000175662"	"chr17"	17746828	17751097	"-"	7860
"635"	"ENSG00000197815"	"chr17"	17761583	17761942	"+"	710
"636"	"ENSG00000171962"	"chr17"	17876127	17876413	"+"	7332
"637"	"ENSG00000171953"	"chr17"	17880723	17881290	"-"	5564
"638"	"ENSG00000230273"	"chr17"	17884506	17884886	"-"	381
"639"	"ENSG00000201378"	"chr17"	17904415	17904509	"-"	95
"640"	"ENSG00000232344"	"chr17"	17913957	17914252	"+"	853
"641"	"ENSG00000141034"	"chr17"	17942606	17943216	"+"	5210
"642"	"ENSG00000108591"	"chr17"	17991200	17991401	"+"	7411
"643"	"ENSG00000091536"	"chr17"	18012020	18012138	"+"	19117
"644"	"ENSG00000238691"	"chr17"	18049866	18049969	"+"	104
"645"	"ENSG00000266677"	"chr17"	18075939	18076059	"-"	2279
"646"	"ENSG00000091542"	"chr17"	18086392	18086579	"+"	3190
"647"	"ENSG00000131899"	"chr17"	18128901	18129077	"+"	6616
"648"	"ENSG00000177731"	"chr17"	18148150	18149376	"-"	6465
"649"	"ENSG00000177427"	"chr17"	18163848	18164051	"+"	3969
"650"	"ENSG00000260647"	"chr17"	18171394	18172142	"+"	749
"651"	"ENSG00000177302"	"chr17"	18174742	18174987	"-"	6430
"652"	"ENSG00000228000"	"chr17"	18215218	18215965	"+"	748
"653"	"ENSG00000237382"	"chr17"	18216074	18216149	"+"	465
"654"	"ENSG00000176994"	"chr17"	18218624	18221463	"+"	3427
"655"	"ENSG00000267350"	"chr17"	18227536	18229211	"+"	1676
"656"	"ENSG00000176974"	"chr17"	18231187	18232233	"-"	6981
"657"	"ENSG00000214860"	"chr17"	18280976	18281297	"+"	2156
"658"	"ENSG00000264177"	"chr17"	18283169	18287026	"-"	4955
"659"	"ENSG00000267441"	"chr17"	18292185	18292773	"+"	589
"660"	"ENSG00000204471"	"chr17"	18296794	18296865	"+"	1075
"661"	"ENSG00000220161"	"chr17"	18314473	18316112	"+"	1871
"662"	"ENSG00000205266"	"chr17"	18319042	18319175	"+"	3157
"663"	"ENSG00000266162"	"chr17"	18321509	18321620	"-"	112
"664"	"ENSG00000240279"	"chr17"	18324133	18324330	"+"	839
"665"	"ENSG00000186831"	"chr17"	18330175	18330688	"+"	2145
"666"	"ENSG00000214856"	"chr17"	18335365	18335458	"+"	2377
"667"	"ENSG00000229526"	"chr17"	18353558	18354079	"+"	755
"668"	"ENSG00000227919"	"chr17"	18356269	18356376	"+"	108
"669"	"ENSG00000267492"	"chr17"	18356888	18357053	"-"	166
"670"	"ENSG00000230662"	"chr17"	18363705	18366369	"+"	2665
"671"	"ENSG00000171916"	"chr17"	18380051	18380207	"+"	4754
"672"	"ENSG00000167494"	"chr17"	18400886	18400988	"-"	340
"673"	"ENSG00000273018"	"chr17"	18414535	18416772	"-"	7703
"674"	"ENSG00000233327"	"chr17"	18414576	18416772	"-"	6442
"675"	"ENSG00000213077"	"chr17"	18427880	18430160	"-"	2281
"676"	"ENSG00000227689"	"chr17"	18430871	18431027	"+"	254
"677"	"ENSG00000154874"	"chr17"	18441117	18445501	"-"	10105
"678"	"ENSG00000227077"	"chr17"	18476045	18476415	"+"	371
"679"	"ENSG00000264948"	"chr17"	18508369	18508669	"-"	301
"680"	"ENSG00000189375"	"chr17"	18538319	18539910	"-"	3747
"681"	"ENSG00000262262"	"chr17"	18541332	18541683	"-"	352
"682"	"ENSG00000174977"	"chr17"	18553508	18554855	"+"	1348
"683"	"ENSG00000249459"	"chr17"	18561742	18566601	"-"	5884
"684"	"ENSG00000264885"	"chr17"	18570942	18572774	"-"	1833
"685"	"ENSG00000240445"	"chr17"	18574259	18576186	"-"	1928
"686"	"ENSG00000224126"	"chr17"	18580574	18581070	"+"	497
"687"	"ENSG00000108448"	"chr17"	18601311	18602588	"+"	4329
"688"	"ENSG00000265693"	"chr17"	18607953	18608082	"+"	130
"689"	"ENSG00000171931"	"chr17"	18647326	18648708	"+"	4401
"690"	"ENSG00000171928"	"chr17"	18684308	18684618	"+"	5862
"691"	"ENSG00000265478"	"chr17"	18713269	18714253	"-"	985
"692"	"ENSG00000250111"	"chr17"	18739020	18739268	"+"	1300
"693"	"ENSG00000141127"	"chr17"	18743398	18743507	"+"	4687
"694"	"ENSG00000264485"	"chr17"	18743931	18744231	"+"	301
"695"	"ENSG00000264273"	"chr17"	18762667	18763085	"-"	463
"696"	"ENSG00000235672"	"chr17"	18811592	18812178	"+"	587
"697"	"ENSG00000212618"	"chr17"	18847312	18847386	"+"	75
"698"	"ENSG00000154025"	"chr17"	18853658	18854171	"+"	6451
"699"	"ENSG00000196893"	"chr17"	18854938	18855836	"-"	1489
"700"	"ENSG00000188522"	"chr17"	18872102	18875061	"-"	7883
"701"	"ENSG00000263045"	"chr17"	18889461	18889647	"-"	187
"702"	"ENSG00000154016"	"chr17"	18923986	18925457	"-"	3107
"703"	"ENSG00000265185"	"chr17"	18965225	18965807	"+"	583
"704"	"ENSG00000262074"	"chr17"	18966762	18967449	"-"	688
"705"	"ENSG00000230197"	"chr17"	18981088	18981226	"+"	699
"706"	"ENSG00000265746"	"chr17"	18985750	18985858	"+"	1329
"707"	"ENSG00000263394"	"chr17"	18994382	18995138	"-"	757
"708"	"ENSG00000228157"	"chr17"	18996287	18996619	"+"	3097
"709"	"ENSG00000262202"	"chr17"	19015313	19015949	"-"	637
"710"	"ENSG00000189152"	"chr17"	19030782	19031010	"+"	2028
"711"	"ENSG00000214844"	"chr17"	19041448	19041452	"-"	96
"712"	"ENSG00000262319"	"chr17"	19044330	19047002	"-"	2673
"713"	"ENSG00000266664"	"chr17"	19053592	19053710	"+"	191
"714"	"ENSG00000197665"	"chr17"	19059040	19059318	"-"	1452
"715"	"ENSG00000262292"	"chr17"	19064102	19065587	"+"	1486
"716"	"ENSG00000266311"	"chr17"	19067522	19067689	"-"	440
"717"	"ENSG00000261987"	"chr17"	19070209	19070245	"-"	1406
"718"	"ENSG00000263934"	"chr17"	19091329	19092027	"+"	699
"719"	"ENSG00000264940"	"chr17"	19092978	19093558	"-"	581
"720"	"ENSG00000236022"	"chr17"	19107138	19107276	"+"	699
"721"	"ENSG00000263206"	"chr17"	19111897	19112017	"+"	1341
"722"	"ENSG00000072134"	"chr17"	19118928	19119122	"+"	9844
"723"	"ENSG00000230493"	"chr17"	19122674	19122788	"+"	552
"724"	"ENSG00000235397"	"chr17"	19199909	19200651	"-"	1190
"725"	"ENSG00000265263"	"chr17"	19237621	19237776	"-"	1660
"726"	"ENSG00000108641"	"chr17"	19240867	19241061	"-"	3522
"727"	"ENSG00000221540"	"chr17"	19247819	19247887	"-"	69
"728"	"ENSG00000166484"	"chr17"	19281034	19281414	"+"	5196
"729"	"ENSG00000166482"	"chr17"	19286755	19288022	"-"	2152
"730"	"ENSG00000128482"	"chr17"	19314438	19314775	"+"	3652
"731"	"ENSG00000265126"	"chr17"	19315099	19315116	"-"	567
"732"	"ENSG00000227078"	"chr17"	19322348	19322493	"+"	520
"733"	"ENSG00000265335"	"chr17"	19323592	19323655	"+"	64
"734"	"ENSG00000235979"	"chr17"	19342456	19342787	"-"	2954
"735"	"ENSG00000189343"	"chr17"	19349246	19350169	"-"	924
"736"	"ENSG00000231477"	"chr17"	19360393	19360630	"+"	543
"737"	"ENSG00000263726"	"chr17"	19374432	19374587	"-"	485
"738"	"ENSG00000142494"	"chr17"	19398698	19398794	"+"	5719
"739"	"ENSG00000228331"	"chr17"	19400256	19400841	"+"	586
"740"	"ENSG00000266079"	"chr17"	19460524	19461224	"+"	701
"741"	"ENSG00000262769"	"chr17"	19463424	19463838	"-"	730
"742"	"ENSG00000228983"	"chr17"	19483256	19483425	"+"	1281
"743"	"ENSG00000263107"	"chr17"	19485429	19485588	"-"	160
"744"	"ENSG00000266179"	"chr17"	19504173	19504271	"+"	182
"745"	"ENSG00000271900"	"chr17"	19505153	19505213	"+"	104
"746"	"ENSG00000227225"	"chr17"	19505572	19506521	"+"	950
"747"	"ENSG00000242752"	"chr17"	19506587	19506658	"-"	72
"748"	"ENSG00000228725"	"chr17"	19507110	19508361	"+"	1252
"749"	"ENSG00000224254"	"chr17"	19508767	19509246	"+"	480
"750"	"ENSG00000231625"	"chr17"	19519102	19519201	"+"	1483
"751"	"ENSG00000072210"	"chr17"	19551449	19551578	"+"	6457
"752"	"ENSG00000264932"	"chr17"	19552686	19553248	"-"	563
"753"	"ENSG00000252349"	"chr17"	19565313	19565403	"+"	91
"754"	"ENSG00000180638"	"chr17"	19581601	19582219	"-"	6691
"755"	"ENSG00000262681"	"chr17"	19622372	19625741	"+"	3370
"756"	"ENSG00000264785"	"chr17"	19640995	19641253	"+"	446
"757"	"ENSG00000108602"	"chr17"	19641297	19641548	"-"	3918
"758"	"ENSG00000230607"	"chr17"	19658557	19659520	"+"	964
"759"	"ENSG00000083290"	"chr17"	19674142	19677237	"-"	9843
"760"	"ENSG00000231096"	"chr17"	19743439	19743828	"+"	390
"761"	"ENSG00000270091"	"chr17"	19799903	19800600	"-"	698
"762"	"ENSG00000108599"	"chr17"	19807615	19809545	"-"	4848
"763"	"ENSG00000266126"	"chr17"	19832685	19833050	"-"	366
"764"	"ENSG00000261033"	"chr17"	19911364	19912547	"-"	1184
"765"	"ENSG00000128487"	"chr17"	19912657	19912737	"+"	13676
"766"	"ENSG00000225681"	"chr17"	19959600	19959943	"+"	344
"767"	"ENSG00000225014"	"chr17"	20015137	20016303	"+"	1167
"768"	"ENSG00000212186"	"chr17"	20029701	20029801	"-"	101
"769"	"ENSG00000263494"	"chr17"	20088395	20088499	"+"	195
"770"	"ENSG00000252971"	"chr17"	20193570	20193671	"+"	102
"771"	"ENSG00000154898"	"chr17"	20224477	20224973	"+"	8558
"772"	"ENSG00000266839"	"chr17"	20226314	20226650	"+"	337
"773"	"ENSG00000266339"	"chr17"	20244056	20244356	"+"	301
"774"	"ENSG00000214832"	"chr17"	20278682	20280153	"-"	1472
"775"	"ENSG00000189423"	"chr17"	20318860	20318992	"+"	1943
"776"	"ENSG00000237911"	"chr17"	20319105	20319267	"-"	344
"777"	"ENSG00000205217"	"chr17"	20320741	20322363	"+"	1623
"778"	"ENSG00000265556"	"chr17"	20336519	20336570	"+"	301
"779"	"ENSG00000230528"	"chr17"	20339650	20341948	"+"	3638
"780"	"ENSG00000170298"	"chr17"	20352708	20353432	"-"	2670
"781"	"ENSG00000229586"	"chr17"	20384643	20387304	"-"	2662
"782"	"ENSG00000263976"	"chr17"	20394636	20394756	"-"	121
"783"	"ENSG00000230088"	"chr17"	20396947	20397468	"-"	522
"784"	"ENSG00000214822"	"chr17"	20404826	20405283	"-"	2372
"785"	"ENSG00000266925"	"chr17"	20410726	20412244	"-"	1519
"786"	"ENSG00000231645"	"chr17"	20415873	20415967	"-"	1553
